78,1833,14,727,221,1396,93,852,749,1923,95,1721,881,1749,1539,1775,128,1650,364,832,43
79,1009,740,117,1387,1951,1779,958,1439,1995,1404,2013,6,44,561,1640,35,1214,1522,237,1440
80,301,1721,1183,95,1800,1405,881,727,912,1534,403,575,440,1283,1971,1923,278,712,1101,1108
81,1833,14,221,727,93,1396,749,852,1923,95,43,881,712,1775,128,1749,1192,1721,546,1539
82,1833,14,221,727,93,1396,749,852,1923,95,881,1775,1721,128,43,1649,1749,546,1539,763
83,1581,1933,1541,1214,861,1156,444,958,99,823,591,1995,289,44,1439,2037,1404,713,1781,1869
84,1833,221,14,727,1396,93,749,852,95,1923,881,43,712,1775,128,1749,1381,763,1539,546
85,861,1541,1995,1933,1156,823,444,1214,591,958,944,35,31,1447,99,1581,1637,791,2068,871
86,221,1833,727,14,93,1396,852,749,1775,95,1923,881,1721,128,1961,1649,43,1749,763,376
87,1951,1973,1779,2053,117,1439,1387,977,1581,846,1713,77,740,930,1672,1551,1883,914,2006,200
88,1833,14,221,727,93,1396,852,749,1923,95,881,1749,1775,1721,43,1649,1539,128,1764,832
89,1833,221,727,14,1396,93,749,852,1923,1749,1775,95,1281,1010,546,881,712,1539,1703,43
90,301,1721,1183,95,299,738,440,1512,1534,1923,278,2025,712,727,1101,14,1188,483,881,715
91,14,1833,727,221,1396,93,852,749,1923,95,43,881,712,1775,1749,1381,128,763,609,1539
92,1058,1010,1751,1512,1355,1764,1054,1283,582,1705,1806,1149,448,414,1143,1118,819,128,1725,1396
93,1833,14,727,221,1396,93,852,749,1923,1721,95,881,1749,609,1010,1539,1775,128,1192,1650
94,168,364,403,483,1958,609,1289,1703,738,255,1391,1461,1865,440,1883,1664,448,230,1499,1017
95,1064,1133,375,806,861,677,1684,1718,35,1156,1995,1214,591,888,1018,1541,31,1522,1796,1447
96,1833,727,14,93,221,1396,749,852,1923,128,95,1749,1721,881,1649,1539,1775,376,1873,546
97,1009,740,117,1387,1951,1779,1439,1522,1652,1404,914,846,1973,1276,2012,942,77,1194,378,92
98,168,1883,364,1381,1461,1913,1289,95,1910,1703,1476,1938,117,1330,1779,38,738,403,1539,671
99,1833,727,221,14,93,1396,749,852,1923,128,95,1749,1010,881,1775,712,440,1703,43,1539
100,14,1833,727,221,1396,93,852,749,1923,1010,95,881,43,1749,712,1775,1764,1539,1703,128
101,301,1721,1183,95,1534,1800,1664,738,727,1108,819,1512,440,1971,1923,912,575,278,403,528
102,168,364,1461,1585,1703,1883,1381,1499,1391,1539,1779,807,896,1954,1958,1476,1910,117,1289,253
103,1833,727,221,14,93,1396,852,749,128,95,1721,1749,1923,1010,881,1775,712,43,1539,1649
104,1833,14,727,93,221,1396,852,749,95,1192,881,1923,609,1721,1649,364,1749,1775,128,546
105,1796,35,8,74,456,31,357,1637,498,92,1993,1197,958,861,289,2037,1214,1156,1933,444
106,1010,1058,1512,1751,1054,1355,1764,1283,582,1705,1149,1749,1143,1118,711,1806,1396,414,448,819
107,168,364,403,1703,609,1958,1883,1751,448,807,1461,1950,1954,738,440,38,105,1938,1355,1664
108,301,1721,1183,95,1534,738,1800,1664,14,1923,1108,1971,609,819,1396,1512,440,912,575,278
109,8,1796,456,74,1993,31,35,1637,92,357,1197,498,958,1156,1541,591,1933,1995,861,289
110,35,31,1796,456,8,357,1637,1993,74,1197,92,498,2037,44,444,958,1933,1541,289,1156
111,14,1833,727,221,1396,93,749,852,1923,95,1775,128,881,1749,1539,1281,1650,43,1856,1764
112,14,1833,727,221,1396,93,852,749,1923,712,95,881,1721,43,1775,1764,1749,1010,364,609
113,1156,1933,861,1995,1214,444,823,1541,1796,591,35,357,1637,1581,31,958,456,8,1993,1197
114,1064,1133,375,806,677,1684,1718,944,871,1480,1018,1995,2068,531,31,8,1796,1447,691,1194
115,1064,375,1133,1018,806,1684,1718,677,35,888,31,1796,1995,236,1276,444,227,1194,823,1770
116,8,1796,456,74,1993,31,35,1637,92,357,1197,498,2037,444,958,1541,1933,289,44,1156
117,1869,958,861,44,823,1541,1156,1995,99,1637,1214,1581,2037,525,174,289,92,713,35,870
118,1833,727,93,14,221,1396,852,749,1721,128,95,1749,1923,881,1010,1539,1775,1649,1512,376
119,861,1933,1995,1541,1156,444,1214,823,591,1581,1447,958,31,1796,99,456,35,289,1439,357
120,1833,727,14,221,1396,93,749,852,1923,128,95,1721,1749,881,1649,1010,1539,1775,1118,1143
121,1058,1355,1010,1751,1512,1764,1054,1283,582,1705,1149,1143,1118,1806,414,448,819,1725,1775,1539
122,35,31,8,1796,357,1637,74,92,456,1993,498,1197,958,44,2037,6,1541,823,1440,1699
123,861,1541,1156,1214,1995,1933,823,444,35,591,456,31,1796,1637,958,8,1447,357,1581,871
124,1064,1133,375,806,861,677,1684,1718,35,1156,1995,1214,591,888,1018,1541,31,1522,1796,1447
125,168,1883,364,1910,1476,738,1913,1703,95,1461,1664,117,483,1779,1585,1973,1954,1330,1289,1391
126,8,1796,456,74,1993,31,35,1637,92,357,1197,498,958,6,1541,1640,1440,561,1699,861
127,1064,375,1018,1718,806,1684,1133,677,944,871,691,1480,1995,2068,31,8,1796,1194,18,1156
128,1833,727,14,221,93,1396,749,852,1923,95,1749,881,1721,1649,1010,1539,1775,440,128,255
129,117,1009,1951,1387,1779,740,1439,1522,1404,1692,998,2053,531,92,1993,977,253,153,1064,733
130,991,791,1480,944,2068,1750,871,1652,846,888,1541,1156,236,1488,1214,444,1995,1933,990,942
131,958,1637,35,8,74,357,456,31,1993,1796,92,1197,1933,498,1995,289,1541,861,1214,444
132,1833,14,727,221,93,1396,749,852,1010,1923,95,712,881,1749,1764,43,1775,1539,1283,582
133,171,327,7,799,1588,513,2034,1783,1097,410,1621,1350,1201,1100,581,6,1719,1937,1921,442
134,1833,727,221,14,1396,93,749,852,1923,128,95,1749,1010,881,1775,712,1703,43,1539,1764
135,1009,740,117,1387,1951,1779,1439,1522,1404,1973,846,145,1194,378,92,1993,2053,253,456,914
136,301,1721,1183,95,299,1800,729,1405,1108,819,440,1534,1512,1971,1923,912,575,881,278,712
137,1833,727,221,14,93,1396,749,852,1923,128,1775,95,1749,1721,1010,881,712,1281,1539,43
138,8,1796,456,74,1993,31,35,1637,92,357,1197,498,958,1156,1933,1995,861,289,1214,2037
139,1009,740,117,1387,1951,1779,958,1541,1214,1995,1581,861,6,2013,1640,444,44,561,35,1156
140,727,1833,14,93,221,1396,749,852,1923,95,881,1749,1721,1010,1649,1539,1775,255,1118,128
141,168,364,1703,1883,1476,609,403,1958,1910,1192,1461,738,1381,1499,1865,1539,1330,1821,1779,1211
142,35,31,357,8,1796,1637,456,74,1993,92,498,1197,1156,1995,1541,1933,861,1214,444,823
143,168,738,1387,43,1703,1883,117,364,95,1461,1476,609,1954,1910,1913,1664,1725,1775,1355,440
144,301,1721,1183,95,1923,738,14,1512,1534,609,1289,440,1101,278,727,221,712,299,590,1396
145,168,364,1330,1779,1476,1499,616,1958,1883,738,609,95,1954,1910,440,1387,403,1009,1461,896
146,1833,221,727,14,1396,93,749,852,1923,1775,128,1749,95,881,1539,1281,43,738,1703,1764
147,1058,1010,1751,1512,1355,1764,1054,1283,582,1705,1149,1143,1118,1806,414,448,819,1725,1396,1749
148,35,357,31,1796,456,1993,1197,1637,8,74,92,498,1214,958,823,861,1933,1995,444,2037
149,1064,1652,888,990,236,1522,1770,378,942,1488,846,2012,1133,591,1276,375,1018,1995,1447,227
150,117,1009,1951,1387,1779,740,1440,958,44,1995,6,2013,591,561,1640,35,1214,237,1439,1699
151,35,31,357,8,1796,74,1637,92,498,456,1993,1197,2037,1440,44,444,958,6,1933,561
152,168,364,1461,1703,1913,738,1289,1910,1954,1664,1876,440,1585,1883,1391,807,95,403,1336,609
153,35,31,357,8,1796,74,1637,92,498,456,1993,1197,2037,1440,44,444,958,6,1933,561
154,1833,727,221,14,93,1396,749,852,1923,128,1775,95,1749,1721,1010,881,712,1281,1539,43
155,301,1721,1183,95,1534,1800,278,727,274,1971,1923,912,440,575,403,166,1108,1101,712,949
156,861,35,1933,31,1541,1156,444,1214,1995,823,1796,1637,456,498,8,357,1197,74,92,1993
157,35,31,357,1796,1637,8,456,74,1993,92,498,1197,2037,44,444,958,1541,1933,289,1156
158,1064,375,1133,1018,806,1684,1718,677,35,888,31,1796,1995,236,1276,444,227,1194,823,1770
159,1058,1010,1751,1512,1355,1764,1054,1283,582,1705,1149,1143,1118,1806,1725,414,448,819,1856,1396
160,168,364,1883,1476,609,1913,1461,1910,448,1954,1330,2034,1387,440,1958,1211,1499,403,483,1391
161,958,1869,1214,1156,1581,861,1933,174,44,1995,2037,823,1541,1781,99,1637,444,525,713,1097
162,1833,221,727,14,93,1396,749,852,1923,1749,95,1703,881,1775,1721,43,1539,1649,1961,763
163,1149,414,448,1806,1355,1058,1762,1910,1211,1281,1512,1118,1054,1381,1764,168,1289,602,1391,891
164,8,1796,456,74,1993,31,35,1637,92,357,1197,498,2037,1440,444,958,6,1933,561,1541
165,14,1833,221,727,1396,93,749,852,1010,1923,95,881,1749,43,712,1764,1775,546,1539,1703
166,1833,727,221,14,93,1396,749,852,1923,1775,95,881,712,128,43,1749,1381,763,1721,1961
167,861,1933,1541,1156,1214,1995,444,823,591,958,35,1637,1581,31,1796,357,498,99,1447,456
168,168,364,1913,1703,403,1958,738,609,1910,1461,1865,1387,95,1499,1954,1664,1821,1876,1330,1476
169,1833,14,727,93,221,1396,749,852,1923,95,881,1721,1649,1749,1775,128,546,255,1539,1192
170,1156,1995,1541,1933,861,1214,444,823,35,1637,1197,1796,456,31,498,591,8,357,92,74
171,168,364,738,1954,43,1461,609,1910,1336,1913,1958,1775,1703,1938,807,1585,95,1664,403,1330
172,8,1796,1993,456,74,31,35,1637,92,357,1197,498,2037,444,958,1933,1541,289,44,1156
173,1058,1010,1751,1512,1355,1764,1283,1054,582,1705,1149,1143,1118,1749,711,1806,1725,414,448,819
174,35,31,1796,456,8,357,1637,74,1993,1197,92,498,2037,44,444,958,1933,1541,289,1156
175,1833,221,14,727,93,1396,749,852,1923,95,43,881,712,1775,1721,1649,1749,1961,763,128
176,35,31,1796,456,8,357,1637,1993,74,1197,92,498,2037,44,444,958,1541,1933,289,1156
177,1064,1133,375,806,677,35,1684,1718,31,456,1993,8,1018,888,1796,92,498,1995,1637,357
178,35,357,31,1796,456,1993,1197,8,1637,74,92,498,2037,44,444,958,1541,1933,289,1156
179,1009,740,958,35,117,1387,357,74,1951,44,1993,1197,456,1779,92,8,1796,498,1637,1440
180,1009,740,117,1387,1951,1779,1440,958,44,1995,6,2013,591,561,1640,35,1214,237,1439,1699
181,1156,1995,861,1933,1541,1214,823,444,591,1581,1637,958,1447,99,1796,35,871,1439,2037,944
182,168,364,1883,616,1476,1499,1461,95,1910,1958,1703,1330,403,38,738,253,519,609,1289,1938
183,944,871,691,375,1480,1684,2054,1995,806,1064,1350,1781,1018,2068,1133,677,1447,99,861,1718
184,301,1721,1183,95,1800,912,1108,1534,1512,819,575,440,1971,1923,278,1101,727,712,299,738
185,1995,1933,1156,1541,861,1214,823,444,591,1796,958,35,1637,456,1581,944,31,357,871,1439
186,1058,1054,1010,1751,1512,1355,1764,1283,582,1705,1149,1143,1118,1806,1396,414,448,819,1725,1749
187,1009,740,35,117,1387,357,1951,456,1779,92,1197,8,1796,958,74,1637,31,498,1993,237
188,1833,727,14,221,1396,93,749,852,1923,128,95,1749,881,1010,1539,1775,1118,1143,1192,1650
189,8,1796,456,74,1993,31,35,1637,92,357,1197,498,1440,2037,444,958,6,1541,1933,561
190,168,364,1461,1703,1883,1330,1910,1289,1499,1938,403,1476,1958,1211,671,1381,253,1241,483,616
191,1833,221,727,14,1396,93,749,852,1923,1749,1539,1775,128,95,1281,1010,881,712,43,1381
192,168,364,1913,1703,403,1910,1461,609,1958,738,1876,1539,1865,1938,1499,448,1751,807,1289,840
193,1833,221,727,14,93,1396,749,852,1923,1775,95,881,712,1721,43,1749,1649,1961,1381,763
194,221,1833,727,14,1396,93,852,749,1923,95,1721,881,1775,1749,43,1539,128,1764,1650,403
195,1951,1973,1581,1779,1233,2053,117,1439,1387,1100,590,930,1621,1614,1883,977,1870,1042,846,1542
196,35,31,1796,456,8,357,1637,1993,74,1197,92,498,2037,44,444,958,1933,1541,289,1156
197,14,1833,221,727,1396,93,852,749,95,881,1775,1923,1749,1539,43,128,1703,1764,546,1281
198,301,1721,1183,95,727,14,1923,278,712,1534,609,440,221,1283,1101,299,646,1396,1833,715
199,35,31,1796,456,8,357,1637,74,1993,1197,92,498,958,289,1933,1156,861,2037,44,1214
200,168,364,1910,403,1865,1289,1703,609,1958,1539,738,1876,1461,414,1938,253,807,1330,1499,1476
201,35,31,1796,456,8,357,1637,1993,74,1197,92,498,2037,44,444,958,1933,1541,289,1156
202,168,364,1330,43,1751,414,1775,1355,1010,738,95,448,582,1381,1703,1289,1883,1211,1539,1910
203,1009,740,117,1387,1951,1779,1439,1522,1404,977,998,92,1993,253,2053,1064,153,456,145,914
204,301,1721,1183,727,95,1512,14,1833,1664,1923,738,1534,1355,1396,609,440,819,278,403,1010
205,8,1796,456,74,1993,31,35,1637,92,357,1197,498,2037,444,958,1541,1933,289,44,1156
206,168,364,1958,1461,1476,1913,1910,1703,852,1954,403,117,1336,1938,1779,1499,38,1775,807,1381
207,1721,301,1183,95,14,1923,1534,609,440,1101,727,221,712,299,738,265,718,1396,1289,278
208,168,364,1913,1461,738,95,1336,1241,1476,1330,1883,1910,616,1703,1954,1725,1585,1391,896,403
209,168,364,1461,1476,1779,1211,1883,1725,1913,1703,448,1289,1585,1954,1503,1260,1910,117,414,616
210,8,1796,456,74,1993,31,35,1637,92,357,1197,498,958,1156,1541,591,1933,1995,861,289
211,168,1461,1779,738,117,364,1883,1751,1703,95,43,414,1664,1954,1355,448,1585,1241,1289,1391
212,301,1721,1183,95,1923,14,738,1534,1512,1289,1101,609,440,712,278,727,221,1396,1406,1833
213,1721,301,1183,95,727,299,14,1923,440,483,712,1534,609,221,2025,1101,738,646,1396,278
214,1833,727,93,14,221,1396,749,852,1923,1721,128,95,1749,881,1010,1539,1775,1649,1143,1118
215,168,364,1883,1499,1476,1330,1958,1289,609,1461,616,1954,403,440,448,1910,1211,1336,1241,1775
216,168,364,1461,1751,1910,1703,1954,403,1499,1211,738,1289,1355,1958,1883,1821,448,1775,1817,807
217,168,364,1585,1461,1499,1913,1381,1910,1703,1954,153,896,738,403,1539,1883,1958,519,807,1289
218,1064,1133,871,375,806,677,944,1684,1718,35,227,791,2012,236,1480,1750,1018,1194,888,31
219,301,1721,1183,1405,95,1534,1800,881,912,575,1971,1923,440,670,278,712,1101,727,1108,1520
220,8,1796,456,74,31,35,1637,92,357,1993,1197,498,2037,444,958,1541,1933,289,44,1156
221,1009,740,117,1387,1951,1779,1439,1522,1404,92,145,1993,253,2053,153,456,1499,77,1973,541
222,14,1833,727,221,1396,93,852,749,1923,128,95,1010,1775,881,43,1749,712,1764,1281,1539
223,1933,35,1995,289,1541,861,1214,1637,444,31,1156,823,357,958,8,498,1197,1796,1993,74
224,168,364,1461,738,1703,609,1913,1910,1954,483,1725,1585,1865,1958,128,896,403,1391,1883,138
225,1156,1933,861,1995,444,1541,1214,823,591,958,99,31,35,1637,1439,498,1796,1581,289,1404
226,168,1883,1751,117,364,1289,1355,1779,1958,1910,95,1703,1476,1387,1330,1725,1954,1009,1461,896
227,1064,1133,375,1637,31,35,498,806,1796,8,677,1684,1993,1718,456,357,74,1018,888,92
228,8,1796,1993,456,74,31,35,1637,92,357,1197,498,958,6,1156,1541,1699,591,1933,1440
229,1833,14,727,93,221,1396,852,749,95,881,1923,128,364,1749,1775,1721,376,546,1539,43
230,1156,1995,1541,1933,861,1214,444,823,591,357,1796,958,35,456,1637,1581,31,1439,8,1993
231,168,1883,364,1476,1910,1461,609,483,95,1913,1192,738,1499,1779,1330,403,1958,138,546,117
232,1869,958,861,44,823,1541,1156,1995,99,1637,1214,1581,2037,525,2013,174,1712,289,92,713
233,1009,740,117,1387,1951,1779,1439,1522,1652,1404,846,1973,1276,2012,942,1194,378,92,1993,2053
234,1058,1010,1751,1512,1355,1764,1054,1283,582,1705,1149,1143,1118,1806,414,448,819,1725,1396,1749
235,8,1796,456,74,1993,31,35,1637,92,357,1197,498,958,6,1156,1541,1699,591,1933,1440
236,8,1796,456,74,1993,31,35,1637,92,357,1197,498,958,1156,1933,1995,861,289,1214,2037
237,168,1779,364,1958,403,1461,1883,1330,1703,1289,1954,896,1241,1211,448,1585,1476,253,671,117
238,168,364,1461,1913,1585,1958,1954,896,1336,1883,1391,1499,609,448,1910,1973,1289,1938,840,738
239,168,364,1585,1703,1954,738,1461,1910,1913,1289,153,1391,1336,138,1664,1883,1865,807,95,403
240,35,31,357,8,1796,1637,456,74,1993,92,498,1197,958,289,1933,1156,861,2037,44,1214
241,35,357,31,1796,456,1993,1197,8,1637,74,92,498,2037,44,444,958,1541,1933,289,1156
242,1833,221,727,14,93,1396,852,749,128,1775,1749,95,1923,1721,1010,881,712,1961,1539,43
243,861,1933,1156,1995,1541,444,823,1214,35,958,591,99,1637,498,1197,31,1581,456,1447,1993
244,1869,174,1933,1156,99,1581,1995,861,2013,1712,1447,1699,1541,444,870,591,1214,2054,1640,1588
245,168,364,403,1958,1289,1703,440,448,1461,230,852,1391,38,414,1186,1883,1017,1241,1192,1821
246,221,1833,727,14,93,1396,749,852,1923,1775,95,881,712,1721,43,1649,1749,1961,255,1381
247,727,14,1833,221,1396,93,749,852,1010,1923,95,712,881,1749,43,1764,1775,1539,1664,128
248,35,357,31,1796,456,1993,1197,1637,8,74,92,498,2037,44,444,958,1541,1933,289,1156
249,168,364,1461,1954,1910,738,1913,403,1499,1585,95,896,1958,1664,1330,1476,1211,1289,1865,1817
250,1833,727,14,221,93,1396,852,749,1923,1721,95,881,1749,1010,1539,1775,1192,128,1512,1650
251,958,2037,35,44,1637,74,8,31,456,1933,357,1541,1993,1796,861,289,444,1214,92,1156
252,35,8,1637,31,1796,456,357,74,92,1993,1197,498,958,44,2037,861,289,1581,823,1214
253,1009,740,117,1387,1951,1779,958,1439,1995,1404,2013,6,44,1522,561,1640,35,1214,237,1440
254,168,1461,364,1476,1913,1883,1703,1241,1391,616,230,1585,1954,896,1958,43,448,442,38,1817
255,14,1833,727,221,1396,93,852,749,1923,95,712,1775,881,43,1764,1749,1010,1539,1281,128
256,301,1721,1183,95,2025,727,403,1534,1923,440,278,1101,712,819,14,1283,646,105,590,1800
257,1833,14,221,727,1396,93,852,749,1923,95,881,43,712,1775,1749,128,1539,1192,1650,1381
258,1833,14,221,727,93,1396,749,852,1923,95,712,881,1775,43,1721,128,1749,1649,1381,376
259,35,31,8,1796,357,1637,456,74,1993,92,498,1197,2037,44,444,958,1933,1541,289,1156
260,8,1796,456,74,1993,31,35,1637,92,357,1197,498,958,1541,861,289,2037,1214,1156,1933
261,1009,740,117,1387,1951,1779,1439,1522,1404,92,145,1993,2053,253,456,914,77,1973,590,541
262,14,1833,727,221,93,1396,852,749,1923,95,43,881,712,1775,1721,364,1749,128,1539,1703
263,1541,1995,1156,1933,861,823,1214,444,35,1637,958,31,591,357,498,456,1796,1197,92,1993
264,1064,1133,375,1637,31,35,498,806,1796,8,944,677,871,1684,1993,1718,456,357,227,2012
265,168,616,1476,364,1499,1954,43,738,1330,1938,1883,1664,1775,1703,1585,1913,609,1503,1461,1910
266,168,364,738,1954,1703,1461,1289,1913,1211,1876,1910,1241,1865,1336,1664,1883,448,153,1585,1721
267,1833,14,727,221,1396,93,749,852,1923,95,881,128,1749,1775,1539,546,1192,376,1650,43
