location_id,latitude,longitude,city,country
1235383,41.928942,-87.642617,Chicago,us
11567182,41.87904,-87.637337,Chicago,us
11824012,41.952942,-87.661415,Chicago,us
10882752,41.932053,-87.701729,Chicago,us
8139722,41.889423,-87.653763,Chicago,us
12263672,41.938835,-87.754944,Chicago,us
12502472,41.965816,-87.646286,Chicago,us
12296372,41.938835,-87.754944,Chicago,us
11407742,41.932686,-87.645821,Chicago,us
5083372,41.854092,-87.61274,Chicago,us
10528052,41.985172,-87.78688,Chicago,us
261033,41.934746,-87.653915,Chicago,us
15115412,41.982792,-87.710709,Chicago,us
12744962,41.898151,-87.627174,Chicago,us
4937462,41.851963,-87.632111,Chicago,us
776907,41.965402,-87.743835,Chicago,us
7807082,41.906448,-87.671822,Chicago,us
785152,41.929656,-87.707103,Chicago,us
11758912,41.889214,-87.630272,Chicago,us
18223982,41.890347,-87.623329,Chicago,us
16716492,41.876217,-87.628273,Chicago,us
12125792,41.924038,-87.646904,Chicago,us
326266,41.933708,-87.645599,Chicago,us
188032,41.89101,-87.61916,Chicago,us
667556,41.954433,-87.678955,Chicago,us
667943,41.952198,-87.677574,Chicago,us
93989,41.949863,-87.663948,Chicago,us
589406,41.952007,-87.676865,Chicago,us
405601,41.92967,-87.70836,Chicago,us
483225,41.88499,-87.62792,Chicago,us
667637,41.892544,-87.624275,Chicago,us
493626,41.91121,-87.63168,Chicago,us
705756,41.880899,-87.617216,Chicago,us
388896,41.904068,-87.62869,Chicago,us
827228,41.89319,-87.633429,Chicago,us
788102,41.90118,-87.631365,Chicago,us
798076,41.884827,-87.629871,Chicago,us
667554,41.883305,-87.624955,Chicago,us
691475,41.930153,-87.688011,Chicago,us
606536,41.947388,-87.678894,Chicago,us
915913,41.965335,-87.686655,Chicago,us
732350,41.883209,-87.624504,Chicago,us
667646,41.918797,-87.646675,Chicago,us
982342,41.909473,-87.652962,Chicago,us
1014853,41.957913,-87.652674,Chicago,us
667798,41.90336,-87.66638,Chicago,us
1204132,41.946361,-87.655393,Chicago,us
928333,41.923259,-87.645252,Chicago,us
1146538,41.775004,-87.569161,Chicago,us
1361493,41.945307,-87.67429,Chicago,us
750078,41.894177,-87.637693,Chicago,us
935506,41.926253,-87.649849,Chicago,us
1178144,41.939472,-87.65399,Chicago,us
931719,41.916306,-87.67009,Chicago,us
943162,41.792423,-87.580326,Chicago,us
780649,41.897167,-87.621284,Chicago,us
622939,41.993896,-87.669983,Chicago,us
1211029,41.870545,-87.627095,Chicago,us
667657,41.925465,-87.64758,Chicago,us
1477588,41.917808,-87.64969,Chicago,us
1441054,41.882141,-87.629356,Chicago,us
1008125,41.927564,-87.652213,Chicago,us
1642181,42.019279,-87.684418,Chicago,us
717147,42.019351,-87.66683,Chicago,us
1270603,41.939573,-87.660246,Chicago,us
3101301,41.900021,-87.66153,Chicago,us
1456470,41.896151,-87.655591,Chicago,us
1485161,41.926383,-87.649808,Chicago,us
4037932,41.909157,-87.652733,Chicago,us
1394673,41.888098,-87.629431,Chicago,us
1101423,41.87746,-87.64724,Chicago,us
190552,41.997692,-87.692665,Chicago,us
1491444,41.926804,-87.634323,Chicago,us
1553364,41.997631,-87.760956,Chicago,us
725584,41.931583,-87.683356,Chicago,us
5966582,42.011177,-87.665863,Chicago,us
6102352,41.816414,-87.632355,Chicago,us
3895402,41.901169,-87.630081,Chicago,us
1022744,41.856842,-87.634766,Chicago,us
1005519,41.991175,-87.708593,Chicago,us
963519,41.95014,-87.713539,Chicago,us
591166,41.909817,-87.67701,Chicago,us
6282392,41.956215,-87.722885,Chicago,us
3612682,41.933628,-87.645515,Chicago,us
403619,41.878292,-87.65701,Chicago,us
247671,41.876659,-87.629517,Chicago,us
9266702,41.947353,-87.663712,Chicago,us
4092282,41.911275,-87.712879,Chicago,us
3007071,41.932694,-87.645905,Chicago,us
7577412,41.947025,-87.654121,Chicago,us
6416292,41.924969,-87.70369,Chicago,us
9695442,41.896626,-87.617401,Chicago,us
235560,41.758198,-87.61978,Chicago,us
10719742,41.945251,-87.663361,Chicago,us
10808712,41.873684,-87.625603,Chicago,us
106181,41.997402,-87.693985,Chicago,us
11083842,41.951988,-87.677116,Chicago,us
5029412,41.932209,-87.644875,Chicago,us
11441262,41.936874,-87.664932,Chicago,us
1544821,41.945309,-87.674294,Chicago,us
11710222,41.880829,-87.623268,Chicago,us
814449,41.9419,-87.670573,Chicago,us
10964092,41.881271,-87.647362,Chicago,us
567579,41.97722,-87.66837,Chicago,us
12275832,41.965221,-87.686165,Chicago,us
11704332,41.994247,-87.669708,Chicago,us
4418772,41.892765,-87.624474,Chicago,us
9137702,41.966824,-87.759697,Chicago,us
12799652,41.997586,-87.715265,Chicago,us
363463,41.94027,-87.64926,Chicago,us
1574028,41.939564,-87.659782,Chicago,us
2354811,41.873264,-87.617462,Chicago,us
12108972,41.906898,-87.671722,Chicago,us
11932772,41.925465,-87.658081,Chicago,us
12218912,41.890102,-87.631607,Chicago,us
1088569,41.925995,-87.64955,Chicago,us
16276832,41.910385,-87.681648,Chicago,us
5709702,41.978088,-87.668877,Chicago,us
7836552,41.93206,-87.65992,Chicago,us
15603852,41.878113,-87.629799,Chicago,us
624235,41.908787,-87.674446,Chicago,us
154414,41.925117,-87.67021,Chicago,us
701123,41.940387,-87.653824,Chicago,us
729568,41.995052,-87.677518,Chicago,us
697098,41.881676,-87.647468,Chicago,us
775326,41.886321,-87.666918,Chicago,us
946410,41.880858,-87.620768,Chicago,us
839937,41.787715,-87.595805,Chicago,us
667528,41.89004,-87.62906,Chicago,us
1111222,41.939804,-87.680947,Chicago,us
417534,41.89658,-87.634865,Chicago,us
753293,41.896091,-87.631599,Chicago,us
721507,41.876289,-87.62764,Chicago,us
667698,41.880668,-87.624241,Chicago,us
1244996,41.97197,-87.679245,Chicago,us
1255413,41.984368,-87.668956,Chicago,us
667656,41.910103,-87.65242,Chicago,us
780941,41.932892,-87.640079,Chicago,us
1041428,41.909606,-87.653173,Chicago,us
667837,41.913727,-87.653725,Chicago,us
378476,41.895622,-87.634155,Chicago,us
1382496,41.85704,-87.646591,Chicago,us
1492647,41.939995,-87.650352,Chicago,us
1280736,41.943214,-87.649691,Chicago,us
1516059,41.939327,-87.676109,Chicago,us
1538483,41.91309,-87.654556,Chicago,us
1446513,41.882836,-87.624241,Chicago,us
2817241,41.928032,-87.705635,Chicago,us
667604,41.940987,-87.65412,Chicago,us
347072,41.951065,-87.659775,Chicago,us
3763652,41.925678,-87.647919,Chicago,us
441984,41.966938,-87.67915,Chicago,us
848914,41.925426,-87.641754,Chicago,us
4406912,41.939812,-87.65506,Chicago,us
5217502,41.911057,-87.63179,Chicago,us
5162952,41.929695,-87.642921,Chicago,us
5996602,41.893288,-87.635368,Chicago,us
7530122,42.019379,-87.666893,Chicago,us
1077386,41.973535,-87.691682,Chicago,us
4777532,41.884449,-87.658173,Chicago,us
6417742,41.918266,-87.685265,Chicago,us
1643041,41.853985,-87.627068,Chicago,us
4704992,41.884098,-87.655128,Chicago,us
734692,41.885735,-87.630961,Chicago,us
909511,41.879535,-87.624333,Chicago,us
11649892,41.927818,-87.663742,Chicago,us
5816432,41.967033,-87.687119,Chicago,us
12173472,41.883232,-87.661713,Chicago,us
12517602,41.883232,-87.661713,Chicago,us
4117172,41.885334,-87.661774,Chicago,us
13895282,41.88311,-87.621841,Chicago,us
14698422,41.928753,-87.642349,Chicago,us
6309332,41.953075,-87.777206,Chicago,us
15542332,41.925892,-87.641129,Chicago,us
16280392,41.908119,-87.652405,Chicago,us
10772932,41.927032,-87.70726,Chicago,us
667752,41.96738,-87.68777,Chicago,us
4865042,41.896782,-87.621727,Chicago,us
1126348,41.948527,-87.64954,Chicago,us
1627037,41.946297,-87.735619,Chicago,us
18769842,41.931992,-87.644798,Chicago,us
18806772,41.94046,-87.65377,Chicago,us
682986,41.867565,-87.618599,Chicago,us
727003,41.792785,-87.606769,Chicago,us
762291,41.923331,-87.639398,Chicago,us
667788,41.98109,-87.715996,Chicago,us
812579,41.918649,-87.687097,Chicago,us
667750,41.884457,-87.633911,Chicago,us
810309,41.891855,-87.631455,Chicago,us
2605291,41.893559,-87.640068,Chicago,us
2950271,41.878113,-87.629799,Chicago,us
1558674,41.936626,-87.664589,Chicago,us
1615050,41.877377,-87.647331,Chicago,us
3749412,41.90131,-87.663429,Chicago,us
5012472,41.866802,-87.626266,Chicago,us
727528,41.994545,-87.65712,Chicago,us
3335992,41.884171,-87.651413,Chicago,us
667880,41.879433,-87.628265,Chicago,us
2504581,41.940853,-87.669647,Chicago,us
4307762,41.878113,-87.629799,Chicago,us
326492,41.880001,-87.650002,Chicago,us
4979862,41.896137,-87.634354,Chicago,us
9838152,41.891766,-87.624207,Chicago,us
7954712,41.902996,-87.679085,Chicago,us
5069962,41.894218,-87.635506,Chicago,us
10732032,41.883636,-87.630234,Chicago,us
1326299,41.896023,-87.630916,Chicago,us
12024652,41.970688,-87.690063,Chicago,us
1623263,41.90992,-87.652077,Chicago,us
10586042,41.785885,-87.603241,Chicago,us
7317722,41.980042,-87.846321,Chicago,us
16046562,41.878113,-87.629799,Chicago,us
187824,41.385059,-87.433357,Chicago,us
130174,41.895782,-87.63278,Chicago,us
667600,41.929108,-87.687065,Chicago,us
368671,41.900002,-87.669998,Chicago,us
398406,41.962364,-87.684494,Chicago,us
667915,41.93916,-87.65406,Chicago,us
842582,41.840966,-87.685348,Chicago,us
667684,41.986244,-87.72844,Chicago,us
687126,41.988967,-87.665098,Chicago,us
720154,41.925591,-87.658112,Chicago,us
757792,41.8914,-87.646996,Chicago,us
667671,41.88812,-87.62955,Chicago,us
667660,42.009155,-87.666222,Chicago,us
822459,41.878731,-87.654941,Chicago,us
876936,41.921986,-87.652969,Chicago,us
888756,41.994098,-87.784243,Chicago,us
980190,41.977072,-87.679171,Chicago,us
725204,41.967871,-87.644359,Chicago,us
710447,41.888175,-87.629546,Chicago,us
252048,41.8933,-87.628105,Chicago,us
1031434,41.887519,-87.716109,Chicago,us
1150450,41.905665,-87.630137,Chicago,us
667889,41.91925,-87.64854,Chicago,us
696043,41.907607,-87.677358,Chicago,us
696012,41.913597,-87.625664,Chicago,us
667632,41.895782,-87.63278,Chicago,us
1132806,41.948527,-87.64954,Chicago,us
1265692,41.909526,-87.653073,Chicago,us
724220,41.893646,-87.629128,Chicago,us
701300,41.887064,-87.674638,Chicago,us
1420923,41.918395,-87.645956,Chicago,us
1506236,41.894154,-87.652618,Chicago,us
1561138,41.876232,-87.628273,Chicago,us
258651,41.89106,-87.619034,Chicago,us
291943,41.96434,-87.637253,Chicago,us
1700701,41.900486,-87.619354,Chicago,us
729217,41.894763,-87.653998,Chicago,us
273722,41.89106,-87.617065,Chicago,us
1268368,41.896395,-87.664135,Chicago,us
2199541,41.908218,-87.677361,Chicago,us
1307606,41.888461,-87.628841,Chicago,us
1075638,41.878419,-87.634102,Chicago,us
1355579,41.917568,-87.691221,Chicago,us
3801662,41.89576,-87.701378,Chicago,us
1494465,41.928509,-87.686768,Chicago,us
220612,41.884834,-87.627983,Chicago,us
1517332,41.887169,-87.647667,Chicago,us
1171805,41.987507,-87.660194,Chicago,us
817849,41.944697,-87.654862,Chicago,us
720253,41.949022,-87.688809,Chicago,us
4232012,41.895649,-87.62011,Chicago,us
6042702,41.895649,-87.62011,Chicago,us
6476422,41.88493,-87.621994,Chicago,us
5866712,41.830406,-87.652397,Chicago,us
304249,41.985516,-87.722748,Chicago,us
1290091,41.940549,-87.639863,Chicago,us
6418722,41.844223,-87.685598,Chicago,us
5591852,41.876587,-87.624542,Chicago,us
8098552,41.902985,-87.670929,Chicago,us
9121852,41.883575,-87.627884,Chicago,us
7934052,41.88908,-87.631653,Chicago,us
937748,41.925055,-87.703398,Chicago,us
1533145,41.890148,-87.631599,Chicago,us
10394472,41.901962,-87.667801,Chicago,us
10619482,41.893131,-87.630592,Chicago,us
1375224,41.926398,-87.650125,Chicago,us
8406122,41.934135,-87.663605,Chicago,us
10794002,41.895645,-87.62011,Chicago,us
3040241,41.932877,-87.64576,Chicago,us
10499712,41.878113,-87.629799,Chicago,us
11445462,41.931091,-87.648979,Chicago,us
8471102,41.923019,-87.645195,Chicago,us
11348572,41.92321,-87.645607,Chicago,us
11222172,41.945091,-87.654976,Chicago,us
10172582,41.889915,-87.637566,Chicago,us
11439482,41.878983,-87.642105,Chicago,us
1789871,41.838078,-87.651047,Chicago,us
10794142,41.880459,-87.634743,Chicago,us
11304672,41.913548,-87.667526,Chicago,us
5804392,41.893707,-87.637741,Chicago,us
11581172,41.848911,-87.631668,Chicago,us
11799712,41.878113,-87.629799,Chicago,us
12061702,41.934826,-87.653816,Chicago,us
499204,41.867107,-87.64554,Chicago,us
4194052,41.784065,-87.590591,Chicago,us
5796362,41.933472,-87.632141,Chicago,us
667834,41.96754,-87.76151,Chicago,us
12401702,41.947647,-87.731094,Chicago,us
12390162,41.851337,-87.657898,Chicago,us
12442102,41.878113,-87.629799,Chicago,us
12318232,41.912304,-87.68036,Chicago,us
11485152,41.883667,-87.625046,Chicago,us
8694382,41.906956,-87.671623,Chicago,us
4265772,41.938618,-87.667389,Chicago,us
10271712,41.942806,-87.652885,Chicago,us
12666032,41.948578,-87.688538,Chicago,us
12194672,41.883884,-87.648621,Chicago,us
12461452,41.878113,-87.629799,Chicago,us
11700552,41.886456,-87.653168,Chicago,us
12330962,41.878113,-87.629799,Chicago,us
10675902,41.917351,-87.710739,Chicago,us
1822731,41.878277,-87.627106,Chicago,us
12915672,41.989853,-87.748322,Chicago,us
10016512,41.894024,-87.637825,Chicago,us
13362682,41.856625,-87.616112,Chicago,us
4321202,41.925462,-87.658094,Chicago,us
8464102,41.911423,-87.634834,Chicago,us
14147362,41.917568,-87.690903,Chicago,us
14393582,41.964687,-87.63559,Chicago,us
256214,41.959999,-87.660004,Chicago,us
927716,41.936399,-87.664535,Chicago,us
11688962,41.933651,-87.653343,Chicago,us
6912862,41.888721,-87.629524,Chicago,us
10874352,41.892487,-87.635498,Chicago,us
16098882,41.885502,-87.626228,Chicago,us
1014208,41.943555,-87.671197,Chicago,us
18518302,41.886456,-87.624123,Chicago,us
12559972,41.890984,-87.681976,Chicago,us
18837872,41.946667,-87.678299,Chicago,us
1549726,41.90712,-87.634422,Chicago,us
265483,41.819752,-87.596397,Chicago,us
187450,41.91732,-87.71219,Chicago,us
214423,41.870789,-87.627899,Chicago,us
222796,41.89008,-87.62721,Chicago,us
351092,41.87577,-87.62436,Chicago,us
667731,41.958103,-87.64979,Chicago,us
443084,41.892994,-87.63028,Chicago,us
1000954,41.897446,-87.624203,Chicago,us
708964,41.910268,-87.677961,Chicago,us
755610,41.888711,-87.628053,Chicago,us
667615,41.879173,-87.6261,Chicago,us
724489,41.782829,-87.576032,Chicago,us
518286,41.961765,-87.65518,Chicago,us
667531,41.88321,-87.630936,Chicago,us
767635,41.961245,-87.683516,Chicago,us
1041704,41.935172,-87.643929,Chicago,us
1091276,41.880473,-87.626052,Chicago,us
1046130,41.885395,-87.633949,Chicago,us
397068,41.879211,-87.637199,Chicago,us
780069,41.885062,-87.661885,Chicago,us
695541,41.838615,-87.607826,Chicago,us
890476,41.898417,-87.624028,Chicago,us
667520,41.865295,-87.625549,Chicago,us
1028172,41.965071,-87.67394,Chicago,us
679566,41.853839,-87.626752,Chicago,us
1195161,41.864792,-87.614118,Chicago,us
1296489,41.954809,-87.688836,Chicago,us
1394740,41.896472,-87.643579,Chicago,us
1267677,41.966871,-87.667092,Chicago,us
1306323,41.959424,-87.682733,Chicago,us
667596,41.8879,-87.63539,Chicago,us
1461093,41.927998,-87.705585,Chicago,us
822007,41.883322,-87.624266,Chicago,us
1551151,41.89639,-87.66441,Chicago,us
841477,41.921607,-87.664365,Chicago,us
399275,41.897167,-87.621284,Chicago,us
997191,41.888031,-87.637356,Chicago,us
667813,41.93954,-87.68078,Chicago,us
1023214,41.96072,-87.683097,Chicago,us
935979,41.896599,-87.634194,Chicago,us
2738411,41.93457,-87.716438,Chicago,us
3815602,41.886726,-87.681152,Chicago,us
667610,41.884857,-87.625374,Chicago,us
4822692,41.975693,-87.7155,Chicago,us
5015862,41.866463,-87.618668,Chicago,us
1223368,41.946543,-87.714365,Chicago,us
6032322,41.954136,-87.681206,Chicago,us
696290,41.792389,-87.580171,Chicago,us
771994,42.009217,-87.666071,Chicago,us
2023591,41.862396,-87.626938,Chicago,us
3875882,41.891266,-87.628082,Chicago,us
1567709,41.866146,-87.619591,Chicago,us
1103590,41.883325,-87.630236,Chicago,us
8433542,41.878239,-87.66433,Chicago,us
9155742,41.878113,-87.629799,Chicago,us
2860441,41.908283,-87.674713,Chicago,us
1026133,41.909732,-87.676058,Chicago,us
9072432,41.947464,-87.678688,Chicago,us
9526902,41.932865,-87.64637,Chicago,us
9743882,41.93985,-87.652184,Chicago,us
753251,41.889183,-87.632519,Chicago,us
10355672,41.892361,-87.637047,Chicago,us
10202452,41.896694,-87.626396,Chicago,us
11106172,41.939468,-87.636787,Chicago,us
1134913,41.908218,-87.677361,Chicago,us
11169042,41.890003,-87.631737,Chicago,us
11171522,41.939468,-87.636787,Chicago,us
8047782,41.975819,-87.66851,Chicago,us
11222292,41.945091,-87.654976,Chicago,us
1523688,41.921921,-87.659218,Chicago,us
12024312,41.915199,-87.677849,Chicago,us
11893262,41.960598,-87.683159,Chicago,us
12444342,41.890259,-87.631943,Chicago,us
12389232,41.900089,-87.627525,Chicago,us
9793652,41.968361,-87.654579,Chicago,us
12793642,41.946896,-87.664017,Chicago,us
12793802,41.911339,-87.677376,Chicago,us
12952162,41.974426,-87.679359,Chicago,us
11566712,41.946743,-87.66436,Chicago,us
12996592,41.885406,-87.617638,Chicago,us
12205122,41.933262,-87.659523,Chicago,us
13193722,41.910271,-87.697029,Chicago,us
5431552,41.908699,-87.652359,Chicago,us
10661022,41.895191,-87.63134,Chicago,us
10121392,41.903561,-87.670517,Chicago,us
1403035,41.930101,-87.707243,Chicago,us
1250352,41.940549,-87.639863,Chicago,us
4282512,41.915474,-87.63456,Chicago,us
10078882,41.942806,-87.652885,Chicago,us
1570366,41.920212,-87.648727,Chicago,us
16044962,41.878113,-87.629799,Chicago,us
12360842,41.907093,-87.672096,Chicago,us
14493142,41.896027,-87.631599,Chicago,us
1071173,41.969423,-87.658009,Chicago,us
6533052,42.001354,-87.689888,Chicago,us
14988892,41.882252,-87.624687,Chicago,us
1060156,41.945163,-87.655227,Chicago,us
4331172,41.939472,-87.653992,Chicago,us
224707,41.924908,-87.666512,Chicago,us
313880,41.884495,-87.64864,Chicago,us
667767,41.877907,-87.649605,Chicago,us
363174,41.967396,-87.669304,Chicago,us
693210,41.911569,-87.677158,Chicago,us
667540,41.946815,-87.649445,Chicago,us
935471,41.875996,-87.625178,Chicago,us
713815,41.816253,-87.726,Chicago,us
385971,41.949818,-87.663963,Chicago,us
777193,41.877697,-87.628746,Chicago,us
711485,41.926057,-87.650036,Chicago,us
667711,41.972228,-87.650612,Chicago,us
1103095,41.902815,-87.638535,Chicago,us
1166667,41.905066,-87.643612,Chicago,us
667853,41.909454,-87.651054,Chicago,us
243480,41.887844,-87.62809,Chicago,us
424568,41.968834,-87.76154,Chicago,us
1286471,41.9159,-87.656444,Chicago,us
704508,41.939944,-87.651796,Chicago,us
1005348,41.853898,-87.625115,Chicago,us
871643,41.891094,-87.61379,Chicago,us
1530390,41.816872,-87.601791,Chicago,us
763121,41.996971,-87.762245,Chicago,us
2973311,41.927959,-87.654083,Chicago,us
1598353,41.909302,-87.677132,Chicago,us
1360012,41.816686,-87.600164,Chicago,us
600337,41.955006,-87.65494,Chicago,us
845416,41.883795,-87.659496,Chicago,us
1380389,41.876262,-87.674218,Chicago,us
4794332,41.943405,-87.671036,Chicago,us
5385862,41.950996,-87.676506,Chicago,us
1107191,41.838868,-87.654186,Chicago,us
965695,41.809292,-87.616539,Chicago,us
6448772,42.007587,-87.66954,Chicago,us
1209457,41.932266,-87.648975,Chicago,us
5974632,41.875645,-87.625389,Chicago,us
5525822,41.893562,-87.654381,Chicago,us
6916722,41.858093,-87.646637,Chicago,us
7256662,41.966423,-87.669281,Chicago,us
7309142,42.007587,-87.66954,Chicago,us
1555146,41.907925,-87.674156,Chicago,us
5881032,41.884888,-87.629478,Chicago,us
1602420,41.909794,-87.676689,Chicago,us
8694512,41.902031,-87.638657,Chicago,us
9506222,41.939606,-87.657173,Chicago,us
4298512,41.885414,-87.617653,Chicago,us
1480853,41.919891,-87.641358,Chicago,us
9710792,41.851822,-87.623306,Chicago,us
3860302,41.845505,-87.627113,Chicago,us
4194582,42.007851,-87.669121,Chicago,us
1073687,41.910994,-87.640628,Chicago,us
10799752,41.867462,-87.631638,Chicago,us
864989,41.872161,-87.628303,Chicago,us
5152322,41.891083,-87.667404,Chicago,us
667781,41.940224,-87.6541,Chicago,us
10732882,41.899818,-87.660965,Chicago,us
8015582,41.890015,-87.631721,Chicago,us
5045442,41.897167,-87.621284,Chicago,us
11321562,41.86668,-87.709373,Chicago,us
11129132,41.849895,-87.623589,Chicago,us
11069112,41.878113,-87.629799,Chicago,us
7339902,41.803497,-87.590088,Chicago,us
3466882,41.859566,-87.724861,Chicago,us
10810232,41.830925,-87.635086,Chicago,us
3339632,41.896255,-87.655167,Chicago,us
10880432,41.91785,-87.678238,Chicago,us
888228,41.871609,-87.647435,Chicago,us
10846442,41.809978,-87.616318,Chicago,us
10747032,41.893585,-87.63414,Chicago,us
911226,41.968444,-87.655224,Chicago,us
9752432,42.017876,-87.675697,Chicago,us
10816592,41.893909,-87.637825,Chicago,us
8558982,41.883812,-87.662903,Chicago,us
11824022,41.847534,-87.69133,Chicago,us
8467942,41.93972,-87.65036,Chicago,us
12027822,41.973232,-87.667946,Chicago,us
232435,41.872246,-87.629303,Chicago,us
11747102,41.86668,-87.709373,Chicago,us
1256234,41.886793,-87.634687,Chicago,us
2983851,42.008938,-87.661942,Chicago,us
12884742,41.876438,-87.626205,Chicago,us
13839962,41.878113,-87.629799,Chicago,us
7883942,41.964397,-87.685799,Chicago,us
14526172,41.794407,-87.619202,Chicago,us
16197352,41.922585,-87.645325,Chicago,us
9557672,41.908707,-87.674889,Chicago,us
4654192,41.884514,-87.654861,Chicago,us
667629,41.88463,-87.66412,Chicago,us
667790,41.939217,-87.66379,Chicago,us
537149,41.946815,-87.649445,Chicago,us
720996,41.949802,-87.658899,Chicago,us
824565,41.893915,-87.64288,Chicago,us
667683,41.924923,-87.68757,Chicago,us
756728,41.87859,-87.639595,Chicago,us
863198,41.897571,-87.624041,Chicago,us
846532,41.969621,-87.660387,Chicago,us
576212,42.00517,-87.68175,Chicago,us
1001882,41.889809,-87.628411,Chicago,us
809746,41.852699,-87.63192,Chicago,us
922404,41.9382,-87.65382,Chicago,us
1528611,41.947155,-87.659966,Chicago,us
3221362,41.842339,-87.712334,Chicago,us
2628401,41.889408,-87.628944,Chicago,us
3895772,41.946892,-87.656456,Chicago,us
4849702,41.969208,-87.659874,Chicago,us
5432892,41.890308,-87.628952,Chicago,us
5228152,41.93206,-87.659935,Chicago,us
6578982,41.885754,-87.657005,Chicago,us
7125212,41.894093,-87.636368,Chicago,us
7350432,41.905666,-87.630135,Chicago,us
667723,41.94182,-87.67014,Chicago,us
1230949,41.969066,-87.658835,Chicago,us
10534262,41.878113,-87.629799,Chicago,us
