user_id,event_id
7567888,95106382
7733848,95106382
9474291,95106382
10028637,95106382
11156303,95106382
11429748,95106382
12767407,95106382
14431830,95106382
30285062,95106382
51524012,95106382
59170612,95106382
60205662,95106382
70579092,95106382
74846712,95106382
7065664,95113892
14647142,95113892
57003362,95113892
75367122,95113892
7065664,95114002
14647142,95114002
75367122,95114002
4425847,95114182
7065664,95114182
75367122,95114182
11000577,95161662
11000577,95161932
37955212,95161932
1910230,95177142
3637287,95177142
5471812,95177142
74586262,95177142
1771735,95182262
2525803,95182262
2956298,95182262
6718645,95182262
7459556,95182262
8491845,95182262
9741144,95182262
9989380,95182262
12034157,95182262
12116929,95182262
12311055,95182262
12767407,95182262
13535269,95182262
14431830,95182262
21915921,95182262
36947552,95182262
41971042,95182262
48428352,95182262
56886862,95182262
68750812,95182262
70579092,95182262
74846712,95182262
640298,95189452
1438702,95189452
3345133,95189452
4295059,95189452
12894093,95189452
24859472,95189452
73745042,95189452
1438702,95190312
4295059,95190312
8470999,95198642
10317946,95198642
10428729,95198642
1811065,95217602
43575372,95217602
46735882,95217602
2607982,95231462
3155786,95231462
3278666,95231462
8053520,95231462
8086771,95231462
9276695,95231462
9474291,95231462
11028681,95231462
11056419,95231462
12900625,95231462
13609228,95231462
13824120,95231462
13869850,95231462
14147385,95231462
17648921,95231462
23188511,95231462
32097442,95231462
33556012,95231462
34181992,95231462
59170612,95231462
71892632,95231462
74864772,95231462
77374232,95231462
9931437,95232092
6110310,95234102
8083052,95234102
10472905,95234102
14613596,95234102
33604052,95234102
36897292,95234102
39119612,95234102
44866822,95234102
67674202,95234102
13953458,95271222
28952322,95271222
60957392,95271222
11418108,95293522
10147122,95298682
6218632,95298962
65557512,95298962
10791670,95308012
11000577,95311632
8470999,95325472
9048401,95332632
50538742,95332632
546487,95336662
10028637,95336662
10493191,95336662
11429748,95336662
69900132,95336662
1811065,95337882
3466187,95354852
5750429,95354852
12541887,95354852
24784622,95354852
44663912,95354852
3415066,95372122
8151195,95372122
1417679,95373032
805238,95396092
3163465,95396092
8692225,95396092
51046332,95396092
51401652,95396092
57051082,95396092
67352212,95396092
805238,95402822
71892632,95402822
805238,95403062
12130423,95403062
15687471,95403062
805238,95409222
11287779,95409222
9822495,95452452
12806882,95452452
70307502,95452452
8697422,95473332
2607982,95481702
3719477,95481702
8110553,95481702
9822495,95481702
12543336,95481702
14231717,95481702
16215971,95481702
29792312,95481702
34879092,95481702
39367452,95481702
44650852,95481702
44922662,95481702
56893242,95481702
69032882,95481702
72319842,95481702
53846652,95493542
66378772,95493542
76210752,95493542
76502132,95493542
3080133,95500972
3719477,95500972
3775776,95500972
8074077,95500972
10454158,95500972
13770911,95500972
13953458,95500972
14444887,95500972
16217781,95500972
23294381,95500972
26503392,95500972
28463872,95500972
38918702,95500972
47164332,95500972
49798472,95500972
54406092,95500972
56893242,95500972
57003362,95500972
70326502,95500972
72319842,95500972
73630902,95500972
66764172,95516602
4848884,95520892
7880148,95520892
8545736,95520892
9156239,95520892
10642198,95520892
11174920,95520892
11900080,95520892
13069255,95520892
25644352,95520892
39254802,95520892
48759722,95520892
9572964,95540932
10472905,95540932
11597797,95540932
14613596,95540932
24834862,95540932
33604052,95540932
39119612,95540932
44989042,95540932
55887642,95540932
3419991,95553962
8472580,95553962
9156239,95553962
10361831,95553962
10642198,95553962
11174920,95553962
11900080,95553962
25644352,95553962
48759722,95553962
51046332,95553962
2473069,95586122
2649099,95586122
2473069,95588142
2649099,95588142
2473069,95589282
2649099,95589282
84441952,95589282
6814046,95592292
8261900,95592292
8615289,95592292
8904578,95592292
9474291,95592292
12945655,95592292
2473069,95593502
2649099,95593502
84441952,95593502
2473069,95595872
2649099,95595872
84441952,95595872
2473069,95596862
2649099,95596862
7559854,95596862
6851830,95613742
10763943,95625712
23294381,95625712
54406092,95625712
8470999,95636052
8470999,95641492
843624,95650342
1919260,95650342
2975166,95650342
3256345,95650342
3345133,95650342
7103043,95650342
8298447,95650342
9470872,95650342
9810993,95650342
12915653,95650342
21478241,95650342
24859472,95650342
25266802,95650342
30700482,95650342
32118902,95650342
57361872,95650342
63627662,95650342
63824852,95650342
71763432,95650342
3077080,95674412
4119330,95674412
5979793,95674412
3966526,95680362
55846562,95680362
55851142,95680362
526815,95681412
11205173,95681412
1243408,95687932
13171345,95687932
13905004,95687932
31238492,95687932
13998202,95691672
10974360,95707752
12541887,95707752
44663912,95707752
719099,95710172
2358808,95710172
3233394,95710172
4311884,95710172
8084773,95710172
13383081,95710172
31238492,95710172
40485442,95710172
51338552,95710172
8535744,95710692
11028681,95710692
13070875,95710692
17137351,95710692
31238492,95710692
53846652,95710692
3597159,95715822
5979793,95715822
73879022,95715822
5524842,95746922
9197744,95746922
3386222,95756612
5731440,95756612
10269758,95756612
3719477,95762022
11300806,95762022
11811569,95762022
14444887,95762022
16215971,95762022
16217781,95762022
44650852,95762022
52122162,95762022
59805602,95762022
64725912,95762022
69032882,95762022
72319842,95762022
5342544,95781862
12038239,95781862
7096527,95800402
8472580,95800402
9156239,95800402
10361831,95800402
10642198,95800402
11900080,95800402
48759722,95800402
51046332,95800402
57172302,95800402
7096527,95800642
9156239,95800642
11174920,95800642
11900080,95800642
48759722,95800642
57172302,95800642
77726682,95800642
7096527,95801762
8472580,95801762
9156239,95801762
11174920,95801762
11900080,95801762
43015012,95801762
57172302,95801762
7096527,95801812
8472580,95801812
9156239,95801812
11174920,95801812
11900080,95801812
14358496,95801812
57172302,95801812
68023332,95801812
77726682,95801812
640298,95808872
4311884,95808872
4315132,95808872
4828172,95808872
5459112,95808872
6218632,95808872
9474291,95808872
9944708,95808872
14647142,95808872
28312872,95808872
7096527,95809082
9156239,95809082
10642198,95809082
57172302,95809082
75621912,95809082
7096527,95809332
9156239,95809332
10642198,95809332
12447731,95809332
14358496,95809332
39254802,95809332
57172302,95809332
75621912,95809332
4119330,95817272
4119330,95819022
546487,95820012
3263168,95820012
7459556,95820012
8893941,95820012
12486685,95820012
14479104,95820012
37333692,95820012
2921855,95820072
3898700,95822242
4828172,95822242
5459112,95822242
10428729,95822242
28312872,95822242
546487,95859612
2089797,95859612
3466187,95859612
5750429,95859612
11430378,95859612
13535269,95859612
14431830,95859612
44663912,95859612
75639482,95859612
11503520,95872022
4828172,95877282
12789269,95877282
5750429,95891182
37860652,95891182
9709709,95893602
11655914,95893602
14137066,95893602
24507322,95893602
8470999,95895692
843624,95908232
1076877,95908232
3077080,95908232
5547289,95908232
7884003,95908232
30700482,95908232
65019502,95908232
71763432,95908232
843624,95908542
1076877,95908542
1999157,95908542
7884003,95908542
8298447,95908542
843624,95908752
1076877,95908752
5507086,95908752
7884003,95908752
8298447,95908752
805238,95915362
2604064,95915362
3163465,95915362
1438702,95917742
1417679,95918122
2770679,95918662
3606657,95918662
3871942,95918662
6370031,95918662
8151195,95918662
10224738,95918662
14226133,95918662
14647142,95918662
29933972,95918662
56757512,95918662
67851522,95918662
67947172,95918662
2770679,95918772
2845218,95918772
3606657,95918772
3871942,95918772
5874319,95918772
7507697,95918772
10224738,95918772
11923697,95918772
29933972,95918772
32377792,95918772
56757512,95918772
67947172,95918772
2770679,95918802
2845218,95918802
3871942,95918802
3966526,95918802
5874319,95918802
7507697,95918802
29933972,95918802
32377792,95918802
67851522,95918802
67947172,95918802
2770679,95918892
2845218,95918892
3606657,95918892
3871942,95918892
5150581,95918892
5874319,95918892
7507697,95918892
10224738,95918892
11923697,95918892
29933972,95918892
32377792,95918892
67851522,95918892
1417679,95921322
1417679,95923862
4438255,95923862
1417679,95924122
1417679,95926142
1417679,95927892
1417679,95928192
1417679,95928352
9614952,95928352
25778342,95928352
1417679,95928542
25778342,95928542
1417679,95929052
9537709,95929052
3278666,95934322
3898700,95934322
4422710,95934322
8074077,95934322
25063022,95934322
39427422,95934322
70059092,95934322
70606292,95934322
3606657,95947312
44544762,95949012
44544762,95949612
35872672,95952432
8470999,95955812
10032689,96026182
13285877,96026182
60223482,96026182
64725912,96026182
68698332,96026182
3556171,96026452
6218632,96026452
8074077,96026452
9329781,96026452
10032689,96026452
52038522,96026452
9604277,96026632
13329965,96026632
31172512,96043562
3959615,96046532
9260980,96046532
13174383,96046532
13877187,96046532
74846712,96046532
9487936,96047302
10956411,96047302
5459112,96049832
391103,96050472
719099,96074732
2298742,96074732
3430929,96074732
4422710,96074732
5731440,96074732
5750429,96074732
7745730,96074732
7966375,96074732
8053520,96074732
10119258,96074732
10637910,96074732
10990087,96074732
11201040,96074732
12557832,96074732
13171345,96074732
13262343,96074732
18035501,96074732
18410381,96074732
22176331,96074732
34395912,96074732
40460612,96074732
73141162,96074732
10304471,96104082
28952322,96104082
44452632,96104082
47164332,96104082
54406092,96104082
75072752,96104082
8083052,96107582
10472905,96107582
13383397,96107582
33604052,96107582
44866822,96107582
44989042,96107582
55887642,96107582
67674202,96107582
1324258,96161112
28952322,96164702
3556171,96167992
5462795,96167992
6218632,96167992
7745730,96167992
52038522,96167992
54934852,96167992
2173812,96176062
1825635,96186052
10672496,96186872
7559854,96221832
9264635,96221832
32644342,96221832
54230352,96221832
65754282,96221832
70355212,96221832
6718645,96227542
7998466,96227542
8853062,96227542
10023858,96227542
13877187,96227542
21915921,96227542
9264635,96237262
32644342,96237262
53846652,96237262
70355212,96237262
35872672,96242632
1825635,96254592
14647142,96254592
18831421,96276852
18831421,96277202
18831421,96277472
18831421,96278172
10449517,96285142
22720781,96285142
38918702,96285142
10449517,96285342
60205662,96285342
71009422,96290662
74586262,96290662
1931407,96291872
2099394,96291872
3898700,96291872
9264635,96291872
9474291,96291872
9658915,96291872
11028681,96291872
11595627,96291872
13329965,96291872
13879459,96291872
23497511,96291872
26187982,96291872
32118902,96291872
32644342,96291872
42334842,96291872
43872912,96291872
54230352,96291872
59508192,96291872
70355212,96291872
73714522,96291872
75256792,96291872
13500814,96294752
42863302,96294752
5015841,96294872
13500814,96294872
49012212,96294872
2590687,96294932
5574088,96294932
13500814,96294932
13953227,96294932
49012212,96294932
70579092,96294932
10289894,96295642
11630786,96295642
55675212,96295642
60223482,96295642
8083052,96324142
9572964,96324142
10472905,96324142
24834862,96324142
33604052,96324142
39119612,96324142
67674202,96324142
4311884,96347712
10023858,96347712
2298742,96348942
14201304,96348942
40912542,96348942
12850477,96354892
71631102,96354892
76502132,96354892
2298742,96361452
9572964,96361452
14201304,96361452
40912542,96361452
74564392,96361452
7880148,96361542
9156239,96361542
11174920,96361542
11900080,96361542
13069255,96361542
20664811,96361542
28509182,96361542
51046332,96361542
65282102,96361542
13770911,96362092
13806012,96362092
383024,96362552
3487569,96362552
7933771,96362552
10776782,96362552
13025693,96362552
13840110,96362552
74979932,96362552
75354582,96362552
383024,96362682
3487569,96362682
7933771,96362682
10776782,96362682
13025693,96362682
13840110,96362682
70528292,96362682
74979932,96362682
383024,96362982
3487569,96362982
10776782,96362982
13025693,96362982
13840110,96362982
383024,96363262
3487569,96363262
10776782,96363262
13025693,96363262
13840110,96363262
383024,96363692
3487569,96363692
7933771,96363692
10776782,96363692
13025693,96363692
13840110,96363692
74979932,96363692
75354582,96363692
3487569,96363822
7933771,96363822
10776782,96363822
13025693,96363822
13840110,96363822
70528292,96363822
74979932,96363822
3487569,96363862
10776782,96363862
13025693,96363862
13840110,96363862
14615091,96363862
383024,96364212
3487569,96364212
7933771,96364212
10776782,96364212
13025693,96364212
13840110,96364212
70528292,96364212
74979932,96364212
3487569,96364292
10776782,96364292
13025693,96364292
13840110,96364292
70528292,96364292
3487569,96364412
10776782,96364412
13025693,96364412
13840110,96364412
70528292,96364412
75354582,96364412
383024,96364472
3487569,96364472
7933771,96364472
10776782,96364472
13025693,96364472
13840110,96364472
70528292,96364472
74979932,96364472
75354582,96364472
383024,96365062
3487569,96365062
7933771,96365062
10776782,96365062
13025693,96365062
13840110,96365062
74979932,96365062
75354582,96365062
3487569,96365482
10776782,96365482
13025693,96365482
13840110,96365482
75354582,96365482
383024,96365642
3487569,96365642
7933771,96365642
10776782,96365642
13025693,96365642
70528292,96365642
74979932,96365642
75354582,96365642
10763943,96370212
57003362,96370212
22192731,96371052
44597432,96371052
51294532,96371052
54148922,96371052
70366692,96371052
719099,96374022
1931407,96374022
5731440,96374022
7559854,96374022
8548109,96374022
10761137,96374022
10990087,96374022
11056419,96374022
11418108,96374022
13171345,96374022
14000806,96374022
31238492,96374022
34395912,96374022
39427422,96374022
51338552,96374022
59508192,96374022
69032882,96374022
7559854,96379242
11000577,96379242
22192731,96379242
54148922,96379242
11000577,96379472
55661522,96379472
7879375,96415692
11502774,96415692
20664811,96415692
28729092,96415692
36191722,96415692
73147192,96415692
75464502,96415692
6565344,96420712
22591691,96420712
73439432,96420712
73472352,96420712
3155786,96450532
8074077,96450532
13770911,96450532
13953458,96450532
16215971,96450532
28952322,96450532
34879092,96450532
44452632,96450532
44922662,96450532
47164332,96450532
52122162,96450532
54406092,96450532
64216492,96450532
70307502,96450532
8074077,96452172
13877187,96452172
8074077,96452242
9155802,96452242
17137351,96452242
52038522,96452242
52122162,96452242
11000577,96509822
54230352,96509822
55661522,96509822
11000577,96510222
13824120,96510222
54148922,96510222
10761137,96561302
11704283,96561302
29933972,96561302
36353712,96561302
2650644,96562572
9537709,96562572
75256792,96562572
2248391,96568812
2248391,96574932
1965082,96575372
3155925,96575372
3959615,96575372
4188340,96575372
8000153,96575372
8749138,96575372
20685561,96575372
35516332,96575372
57219842,96575372
65035972,96575372
66969422,96575372
67947172,96575372
12541887,96575502
24784622,96575502
2248391,96576692
7391441,96576692
10173744,96576692
12797846,96576692
14010255,96576692
31778152,96576692
34245382,96576692
35337302,96576692
61266632,96576692
2248391,96581902
10173744,96581902
12797846,96581902
2497391,96602512
4243249,96602512
4315132,96602512
4828172,96602512
9487936,96602512
57688942,96635252
57759622,96635252
7065664,96675052
14647142,96675052
2607982,96677182
3466187,96677182
3719477,96677182
7292762,96677182
8074077,96677182
8110553,96677182
9381567,96677182
9604277,96677182
9822495,96677182
10304471,96677182
11415904,96677182
11811569,96677182
12509692,96677182
12685575,96677182
13953458,96677182
14444887,96677182
26503392,96677182
29679172,96677182
29792312,96677182
38918702,96677182
39367452,96677182
44452632,96677182
47164332,96677182
48935732,96677182
52122162,96677182
57003362,96677182
59805602,96677182
59846322,96677182
61266632,96677182
64216492,96677182
70307502,96677182
72319842,96677182
75256792,96677182
5346560,96691392
13971940,96691392
13971943,96691392
3597159,96704022
4422710,96704022
7118474,96704022
7559854,96704022
8074077,96704022
11201040,96704022
13606323,96704022
59508192,96704022
66764172,96704022
73075872,96704022
73661552,96704022
74838672,96704022
8083052,96727582
10472905,96727582
11597797,96727582
12233212,96727582
13383397,96727582
24834862,96727582
33604052,96727582
39119612,96727582
44989042,96727582
67674202,96727582
12535989,96732292
44017942,96732292
3597159,96732542
10023858,96732542
13877187,96732542
21699241,96732542
42345602,96732542
44663912,96732542
70355212,96732542
12578691,96733472
37313052,96733472
1909603,96735072
2956298,96735072
5015841,96735072
6218632,96735072
10912175,96735072
11641945,96735072
13908167,96735072
19156471,96735072
25531442,96735072
31950932,96735072
44910692,96735072
51524012,96735072
56886862,96735072
76525382,96735072
3966526,96736162
63553632,96736162
9264635,96755612
11028681,96755612
32644342,96755612
75256792,96755612
4034597,96758142
9709709,96758142
3696531,96790072
5574088,96790072
7371197,96790072
28312872,96790072
69837162,96790072
55846562,96818762
55851142,96818762
2287055,96819492
3080133,96819492
3155786,96819492
8074077,96819492
8084773,96819492
12543336,96819492
13245941,96819492
14231717,96819492
28463872,96819492
29792312,96819492
34879092,96819492
44922662,96819492
52122162,96819492
60957392,96819492
61104762,96819492
61474052,96819492
64216492,96819492
70326502,96819492
73239612,96819492
73294932,96819492
3597159,96825412
3869629,96825412
8074077,96825412
8151195,96825412
9474291,96825412
10454158,96825412
13877187,96825412
23215881,96825412
39427422,96825412
43872912,96825412
59170612,96825412
66872362,96825412
74846712,96825412
8074077,96825682
8084773,96825682
17137351,96825682
44650852,96825682
52038522,96825682
63553632,96825682
12806882,96826022
13245941,96826022
28463872,96826022
8074077,96827002
2497391,96838392
4243249,96838392
4315132,96838392
4828172,96838392
9487936,96838392
14470114,96838392
8697422,96847872
12775391,96847872
8697422,96849302
8697422,96850262
3637287,96862192
9709709,96862192
9946154,96862192
14137066,96862192
24507322,96862192
9709709,96862612
10713525,96862612
52038522,96862612
70606292,96862612
8863592,96862852
9709709,96862852
9944708,96862852
11230327,96862852
11488631,96862852
12900625,96862852
13644927,96862852
36712462,96865052
37911802,96865052
37957792,96865052
37911802,96865712
37957792,96865712
60957392,96865712
8084773,96866532
8468957,96866532
37892462,96866532
38672382,96866532
65754282,96866532
37911802,96867072
37957792,96867072
38611012,96867072
44650852,96867072
60957392,96867072
61266632,96867072
7887683,96867652
36712462,96867732
37911802,96867732
37957792,96867732
38611012,96867732
5574088,96869222
7559854,96869222
8151195,96869222
9709709,96869222
12557832,96869222
12764425,96869222
59170612,96869222
3517298,96871062
13869850,96871062
640298,96877342
3597159,96877342
5150581,96877342
8074077,96877342
11303855,96877342
12557832,96877342
13500110,96877342
13877187,96877342
14116197,96877342
40460612,96877342
43872912,96877342
70059092,96877342
73630902,96877342
74846712,96877342
2253990,96877482
2607982,96877482
8074077,96877482
16217781,96877482
52038522,96877482
2607982,96877552
3080133,96877552
3466187,96877552
5694808,96877552
8074077,96877552
8084773,96877552
9155802,96877552
9381567,96877552
10304471,96877552
10312435,96877552
14231717,96877552
14444887,96877552
56893242,96877552
57003362,96877552
61474052,96877552
64725912,96877552
70307502,96877552
70326502,96877552
73630902,96877552
75256792,96877552
65529602,96882812
8470999,96892522
9264635,96895492
32350862,96895492
32644342,96895492
75256792,96895492
8853062,96895672
9065678,96895672
9363743,96895672
9451173,96895672
9513424,96895672
13877187,96895672
21915921,96895672
73879022,96895672
719099,96912182
3430929,96912182
4583137,96912182
4897039,96912182
4997932,96912182
5731440,96912182
8053520,96912182
8086771,96912182
8548109,96912182
11195204,96912182
11201040,96912182
12530276,96912182
12557832,96912182
12685575,96912182
13171345,96912182
13526866,96912182
14147385,96912182
18035501,96912182
20791481,96912182
22176331,96912182
25063022,96912182
30592682,96912182
39154902,96912182
39427422,96912182
40485442,96912182
61266632,96912182
65262582,96912182
70355212,96912182
70606292,96912182
72790162,96912182
72825992,96912182
73695342,96912182
13518671,96921752
3719477,96929322
8074077,96929322
9753374,96929322
16215971,96929322
76210752,96929322
8074077,96939042
9668580,96939042
12873003,96939042
13147466,96939042
7048513,96941722
11993620,96941722
30837942,96941722
7048513,96941772
11993620,96941772
30837942,96941772
56712512,96941772
84107382,96941772
7048513,96941812
11993620,96941812
67352212,96947082
1602608,96950562
14201304,96950562
32118902,96950562
66764172,96955972
3256345,96956112
66378772,96975232
34921632,96992012
58845562,97004152
58845562,97004272
4439521,97023372
51230712,97023372
12205942,97028572
14123259,97028572
56516072,97028572
36767112,97030982
56516072,97030982
75266612,97030982
5843079,97034782
8535744,97034782
11052898,97034782
3719477,97040052
8074077,97040052
11300806,97040052
16215971,97040052
23582041,97040052
28463872,97040052
29792312,97040052
48935732,97040052
59805602,97040052
61104762,97040052
72319842,97040052
74864772,97040052
1951756,97087042
7679329,97087042
14123259,97087042
56516072,97087042
75652752,97087042
12378190,97097262
55399602,97097262
7880148,97107592
8472580,97107592
9156239,97107592
10642198,97107592
11174920,97107592
11900080,97107592
14204931,97107592
43015012,97107592
48759722,97107592
51046332,97107592
5951581,97156462
6110310,97156462
8083052,97156462
10472905,97156462
11171060,97156462
8074077,97157172
9668580,97157172
9697337,97157172
22185381,97157172
70579092,97157172
74586262,97157172
526815,97162872
3221558,97162872
13528349,97162872
2473069,97165142
2649099,97165142
2473069,97165732
2649099,97165732
84441952,97165732
2473069,97166072
2649099,97166072
84441952,97166072
2473069,97166662
2649099,97166662
84441952,97166662
11028681,97172552
17137351,97172552
6401371,97184092
8083052,97184092
9572964,97184092
10472905,97184092
11597797,97184092
24834862,97184092
33604052,97184092
44989042,97184092
55887642,97184092
6851830,97185252
6851830,97185262
1811065,97187072
6218632,97187072
8299730,97187072
11052898,97187072
2647049,97192452
4188340,97192452
4570669,97192452
5750429,97192452
8491845,97192452
10912175,97192452
11429748,97192452
13175846,97192452
13513634,97192452
14092182,97192452
14161211,97192452
14431830,97192452
14475957,97192452
19156471,97192452
26503392,97192452
28490012,97192452
30578332,97192452
42068832,97192452
66506372,97192452
72343182,97192452
76525382,97192452
1999157,97194262
3345133,97194262
8509964,97194262
9810993,97194262
9836463,97194262
13528349,97194262
14493255,97194262
22087861,97194262
32118902,97194262
49286962,97194262
52854982,97194262
55661522,97194262
3154749,97205672
7756859,97205672
11304003,97205672
62271182,97205672
72472352,97205672
7756859,97211082
9810993,97211082
42334842,97211082
76292892,97211082
10428729,97215772
37892462,97215772
38672382,97215772
65754282,97215772
1828946,97221612
37955212,97221612
63553632,97221612
74105892,97221612
75266612,97221612
1324258,97225082
5750429,97240782
10028637,97240782
12486685,97240782
13899973,97240782
25572012,97240782
2607982,97240822
42345602,97240822
3466187,97242232
9260980,97242232
13899973,97242232
2607982,97243392
10493191,97243392
12486685,97243392
13899973,97243392
13953458,97243392
63421802,97243392
10449517,97247932
3344209,97248192
10449517,97248192
67938682,97248192
70355212,97248192
77374232,97248192
14073355,97254992
14775811,97254992
36271332,97254992
11303855,97257442
14775811,97257442
7325176,97259722
10836885,97259722
14073355,97259722
14775811,97259722
36271332,97259722
7325176,97264892
14073355,97264892
14775811,97264892
26335582,97264892
36271332,97264892
44663912,97264892
81164532,97264892
4846159,97267722
10191211,97267722
805238,97279552
805238,97279602
2253990,97279602
4445443,97306522
13879459,97306522
54212942,97310942
68531772,97310942
42600182,97313662
66378772,97315002
10449517,97318322
8110553,97321912
13147466,97335542
17892881,97335542
44663912,97335542
383024,97345822
3487569,97345822
13025693,97345822
70528292,97345822
60223482,97350692
9381387,97354642
12730918,97354642
17137351,97354642
9668580,97370092
74586262,97370092
1234386,97370662
546487,97371742
1234386,97371742
6218632,97371742
1234386,97374322
546487,97376832
1234386,97376832
6218632,97376832
8074077,97378672
66764172,97378672
75464502,97378672
5091165,97400692
4848884,97407052
7880148,97407052
9156239,97407052
10361831,97407052
10642198,97407052
11900080,97407052
48759722,97407052
8261900,97426362
12945655,97426362
14201304,97428632
73651022,97428632
74564392,97428632
2287055,97434062
2607982,97434062
73147192,97434362
1069838,97454482
3178782,97454482
13681207,97454482
14137066,97454482
34558312,97454482
10472905,97462562
23380801,97462562
